run_utc,fichier,horizon_min,pas_min,energie_prevue_h,energie_mesuree_h,mae,rmse
2025-02-21T18:00:00Z,previsions/2025-02/pv_prev_20250221T18Z.csv.gz,1440,1,1.239,1.110,0.0328,0.0416
2025-02-22T00:00:00Z,previsions/2025-02/pv_prev_20250222T00Z.csv.gz,1440,1,1.234,1.110,0.0136,0.0177
2025-02-22T06:00:00Z,previsions/2025-02/pv_prev_20250222T06Z.csv.gz,1440,1,1.089,1.110,0.0143,0.0198
2025-02-22T12:00:00Z,previsions/2025-02/pv_prev_20250222T12Z.csv.gz,1440,1,0.979,1.323,0.0331,0.0482
2025-02-22T18:00:00Z,previsions/2025-02/pv_prev_20250222T18Z.csv.gz,1440,1,1.155,1.473,0.0311,0.0383
2025-02-23T00:00:00Z,previsions/2025-02/pv_prev_20250223T00Z.csv.gz,1440,1,1.887,1.473,0.0394,0.0554
2025-02-23T06:00:00Z,previsions/2025-02/pv_prev_20250223T06Z.csv.gz,1440,1,1.563,1.473,0.0111,0.0179
2025-02-23T12:00:00Z,previsions/2025-02/pv_prev_20250223T12Z.csv.gz,1440,1,3.329,3.305,0.0182,0.0262
2025-02-23T18:00:00Z,previsions/2025-02/pv_prev_20250223T18Z.csv.gz,1440,1,5.287,5.181,0.0196,0.0257
2025-02-24T00:00:00Z,previsions/2025-02/pv_prev_20250224T00Z.csv.gz,1440,1,5.032,5.181,0.0182,0.0235
2025-02-24T06:00:00Z,previsions/2025-02/pv_prev_20250224T06Z.csv.gz,1440,1,4.949,5.181,0.0228,0.0314
2025-02-24T12:00:00Z,previsions/2025-02/pv_prev_20250224T12Z.csv.gz,1440,1,4.669,4.924,0.0299,0.0443
2025-02-24T18:00:00Z,previsions/2025-02/pv_prev_20250224T18Z.csv.gz,1440,1,3.723,4.560,0.0789,0.0922
2025-02-25T00:00:00Z,previsions/2025-02/pv_prev_20250225T00Z.csv.gz,1440,1,5.131,4.560,0.0546,0.0672
2025-02-25T06:00:00Z,previsions/2025-02/pv_prev_20250225T06Z.csv.gz,1440,1,4.729,4.560,0.0165,0.0209
2025-02-25T12:00:00Z,previsions/2025-02/pv_prev_20250225T12Z.csv.gz,1440,1,3.577,4.721,0.1082,0.1576
2025-02-25T18:00:00Z,previsions/2025-02/pv_prev_20250225T18Z.csv.gz,1440,1,5.009,4.916,0.0171,0.0212
2025-02-26T00:00:00Z,previsions/2025-02/pv_prev_20250226T00Z.csv.gz,1440,1,5.700,4.916,0.0735,0.0824
2025-02-26T06:00:00Z,previsions/2025-02/pv_prev_20250226T06Z.csv.gz,1440,1,4.771,4.916,0.0173,0.0227
2025-02-26T12:00:00Z,previsions/2025-02/pv_prev_20250226T12Z.csv.gz,1440,1,5.633,4.903,0.0684,0.0899
2025-02-26T18:00:00Z,previsions/2025-02/pv_prev_20250226T18Z.csv.gz,1440,1,4.027,5.016,0.0924,0.1092
2025-02-27T00:00:00Z,previsions/2025-02/pv_prev_20250227T00Z.csv.gz,1440,1,3.937,5.016,0.1007,0.1146
2025-02-27T06:00:00Z,previsions/2025-02/pv_prev_20250227T06Z.csv.gz,1440,1,5.524,5.016,0.0473,0.0528
2025-02-27T12:00:00Z,previsions/2025-02/pv_prev_20250227T12Z.csv.gz,1440,1,5.374,5.343,0.0363,0.0490
2025-02-27T18:00:00Z,previsions/2025-02/pv_prev_20250227T18Z.csv.gz,1440,1,5.989,5.402,0.0545,0.0634
2025-02-28T00:00:00Z,previsions/2025-02/pv_prev_20250228T00Z.csv.gz,1440,1,6.033,5.402,0.0585,0.0672
2025-02-28T06:00:00Z,previsions/2025-02/pv_prev_20250228T06Z.csv.gz,1440,1,5.884,5.402,0.0447,0.0525
2025-02-28T12:00:00Z,previsions/2025-02/pv_prev_20250228T12Z.csv.gz,1440,1,5.804,5.119,0.0635,0.0854
2025-02-28T18:00:00Z,previsions/2025-02/pv_prev_20250228T18Z.csv.gz,1440,1,5.754,5.134,0.0573,0.0677
2025-03-01T00:00:00Z,previsions/2025-03/pv_prev_20250301T00Z.csv.gz,1440,1,4.919,5.134,0.0288,0.0393
2025-03-01T06:00:00Z,previsions/2025-03/pv_prev_20250301T06Z.csv.gz,1440,1,5.164,5.134,0.0108,0.0156
2025-03-01T12:00:00Z,previsions/2025-03/pv_prev_20250301T12Z.csv.gz,1440,1,4.253,4.266,0.0569,0.0770
2025-03-01T18:00:00Z,previsions/2025-03/pv_prev_20250301T18Z.csv.gz,1440,1,5.971,2.964,0.2777,0.3340
2025-03-02T00:00:00Z,previsions/2025-03/pv_prev_20250302T00Z.csv.gz,1440,1,4.666,2.964,0.1579,0.1953
2025-03-02T06:00:00Z,previsions/2025-03/pv_prev_20250302T06Z.csv.gz,1440,1,3.099,2.964,0.0530,0.0714
2025-03-02T12:00:00Z,previsions/2025-03/pv_prev_20250302T12Z.csv.gz,1440,1,1.484,1.755,0.0301,0.0379
2025-03-02T18:00:00Z,previsions/2025-03/pv_prev_20250302T18Z.csv.gz,1440,1,1.354,0.980,0.0349,0.0454
2025-03-03T00:00:00Z,previsions/2025-03/pv_prev_20250303T00Z.csv.gz,1440,1,0.942,0.980,0.0089,0.0128
2025-03-03T06:00:00Z,previsions/2025-03/pv_prev_20250303T06Z.csv.gz,1440,1,1.034,0.980,0.0076,0.0105
2025-03-03T12:00:00Z,previsions/2025-03/pv_prev_20250303T12Z.csv.gz,1440,1,3.776,3.508,0.0249,0.0376
2025-03-03T18:00:00Z,previsions/2025-03/pv_prev_20250303T18Z.csv.gz,1440,1,5.975,5.603,0.0341,0.0455
2025-03-04T00:00:00Z,previsions/2025-03/pv_prev_20250304T00Z.csv.gz,1440,1,4.503,5.603,0.1003,0.1114
2025-03-04T06:00:00Z,previsions/2025-03/pv_prev_20250304T06Z.csv.gz,1440,1,4.771,5.603,0.0759,0.0885
2025-03-04T12:00:00Z,previsions/2025-03/pv_prev_20250304T12Z.csv.gz,1440,1,5.378,4.032,0.1225,0.1735
2025-03-04T18:00:00Z,previsions/2025-03/pv_prev_20250304T18Z.csv.gz,1440,1,2.394,2.568,0.0344,0.0537
2025-03-05T00:00:00Z,previsions/2025-03/pv_prev_20250305T00Z.csv.gz,1440,1,2.641,2.568,0.0334,0.0532
2025-03-05T06:00:00Z,previsions/2025-03/pv_prev_20250305T06Z.csv.gz,1440,1,2.328,2.568,0.0324,0.0483
2025-03-05T12:00:00Z,previsions/2025-03/pv_prev_20250305T12Z.csv.gz,1440,1,1.926,1.786,0.0216,0.0332
2025-03-05T18:00:00Z,previsions/2025-03/pv_prev_20250305T18Z.csv.gz,1440,1,0.336,1.065,0.0668,0.0881
2025-03-06T00:00:00Z,previsions/2025-03/pv_prev_20250306T00Z.csv.gz,1440,1,0.784,1.065,0.0316,0.0418
2025-03-06T06:00:00Z,previsions/2025-03/pv_prev_20250306T06Z.csv.gz,1440,1,1.078,1.065,0.0090,0.0137
2025-03-06T12:00:00Z,previsions/2025-03/pv_prev_20250306T12Z.csv.gz,1440,1,1.029,1.011,0.0119,0.0162
2025-03-06T18:00:00Z,previsions/2025-03/pv_prev_20250306T18Z.csv.gz,1440,1,1.256,1.294,0.0098,0.0138
2025-03-07T00:00:00Z,previsions/2025-03/pv_prev_20250307T00Z.csv.gz,1440,1,1.472,1.294,0.0168,0.0222
2025-03-07T06:00:00Z,previsions/2025-03/pv_prev_20250307T06Z.csv.gz,1440,1,1.165,1.294,0.0133,0.0185
2025-03-07T12:00:00Z,previsions/2025-03/pv_prev_20250307T12Z.csv.gz,1440,1,1.507,3.024,0.1363,0.2166
2025-03-07T18:00:00Z,previsions/2025-03/pv_prev_20250307T18Z.csv.gz,1440,1,3.404,4.201,0.0809,0.0988
2025-03-08T00:00:00Z,previsions/2025-03/pv_prev_20250308T00Z.csv.gz,1440,1,3.969,4.201,0.0539,0.0717
2025-03-08T06:00:00Z,previsions/2025-03/pv_prev_20250308T06Z.csv.gz,1440,1,3.704,4.201,0.0543,0.0727
2025-03-08T12:00:00Z,previsions/2025-03/pv_prev_20250308T12Z.csv.gz,1440,1,2.190,2.353,0.0359,0.0482
2025-03-08T18:00:00Z,previsions/2025-03/pv_prev_20250308T18Z.csv.gz,1440,1,1.111,0.939,0.0178,0.0260
2025-03-09T00:00:00Z,previsions/2025-03/pv_prev_20250309T00Z.csv.gz,1440,1,1.010,0.939,0.0159,0.0222
2025-03-09T06:00:00Z,previsions/2025-03/pv_prev_20250309T06Z.csv.gz,1440,1,0.984,0.939,0.0089,0.0126
2025-03-09T12:00:00Z,previsions/2025-03/pv_prev_20250309T12Z.csv.gz,1440,1,2.801,1.731,0.0984,0.1724
2025-03-09T18:00:00Z,previsions/2025-03/pv_prev_20250309T18Z.csv.gz,1440,1,1.935,2.727,0.0752,0.0984
2025-03-10T00:00:00Z,previsions/2025-03/pv_prev_20250310T00Z.csv.gz,1440,1,2.854,2.727,0.0250,0.0366
2025-03-10T06:00:00Z,previsions/2025-03/pv_prev_20250310T06Z.csv.gz,1440,1,2.276,2.727,0.0475,0.0622
2025-03-10T12:00:00Z,previsions/2025-03/pv_prev_20250310T12Z.csv.gz,1440,1,2.445,2.400,0.0181,0.0271
2025-03-10T18:00:00Z,previsions/2025-03/pv_prev_20250310T18Z.csv.gz,1440,1,1.765,1.637,0.0188,0.0264
2025-03-11T00:00:00Z,previsions/2025-03/pv_prev_20250311T00Z.csv.gz,1440,1,1.681,1.637,0.0089,0.0135
2025-03-11T06:00:00Z,previsions/2025-03/pv_prev_20250311T06Z.csv.gz,1440,1,1.714,1.637,0.0086,0.0129
2025-03-11T12:00:00Z,previsions/2025-03/pv_prev_20250311T12Z.csv.gz,1440,1,1.252,1.475,0.0240,0.0410
2025-03-11T18:00:00Z,previsions/2025-03/pv_prev_20250311T18Z.csv.gz,1440,1,0.687,1.495,0.0710,0.0837
2025-03-12T00:00:00Z,previsions/2025-03/pv_prev_20250312T00Z.csv.gz,1440,1,1.827,1.495,0.0310,0.0423
2025-03-12T06:00:00Z,previsions/2025-03/pv_prev_20250312T06Z.csv.gz,1440,1,1.564,1.495,0.0097,0.0137
2025-03-12T12:00:00Z,previsions/2025-03/pv_prev_20250312T12Z.csv.gz,1440,1,4.163,3.284,0.0785,0.1273
2025-03-12T18:00:00Z,previsions/2025-03/pv_prev_20250312T18Z.csv.gz,1440,1,6.650,5.202,0.1275,0.1529
2025-03-13T00:00:00Z,previsions/2025-03/pv_prev_20250313T00Z.csv.gz,1440,1,2.196,5.202,0.2649,0.3141
2025-03-13T06:00:00Z,previsions/2025-03/pv_prev_20250313T06Z.csv.gz,1440,1,5.986,5.202,0.0753,0.0955
2025-03-13T12:00:00Z,previsions/2025-03/pv_prev_20250313T12Z.csv.gz,1440,1,4.843,5.493,0.0635,0.0886
2025-03-13T18:00:00Z,previsions/2025-03/pv_prev_20250313T18Z.csv.gz,1440,1,6.166,5.657,0.0445,0.0542
2025-03-14T00:00:00Z,previsions/2025-03/pv_prev_20250314T00Z.csv.gz,1440,1,6.331,5.657,0.0588,0.0727
2025-03-14T06:00:00Z,previsions/2025-03/pv_prev_20250314T06Z.csv.gz,1440,1,6.031,5.657,0.0327,0.0402
2025-03-14T12:00:00Z,previsions/2025-03/pv_prev_20250314T12Z.csv.gz,1440,1,4.091,4.338,0.0390,0.0540
2025-03-14T18:00:00Z,previsions/2025-03/pv_prev_20250314T18Z.csv.gz,1440,1,5.470,3.397,0.1800,0.2231
2025-03-15T00:00:00Z,previsions/2025-03/pv_prev_20250315T00Z.csv.gz,1440,1,2.587,3.397,0.0797,0.0955
2025-03-15T06:00:00Z,previsions/2025-03/pv_prev_20250315T06Z.csv.gz,1440,1,3.155,3.397,0.0399,0.0574
2025-03-15T12:00:00Z,previsions/2025-03/pv_prev_20250315T12Z.csv.gz,1440,1,5.149,5.266,0.0285,0.0461
2025-03-15T18:00:00Z,previsions/2025-03/pv_prev_20250315T18Z.csv.gz,1440,1,6.561,6.268,0.0262,0.0353
2025-03-16T00:00:00Z,previsions/2025-03/pv_prev_20250316T00Z.csv.gz,1440,1,6.220,6.268,0.0183,0.0258
2025-03-16T06:00:00Z,previsions/2025-03/pv_prev_20250316T06Z.csv.gz,1440,1,6.474,6.268,0.0187,0.0267
2025-03-16T12:00:00Z,previsions/2025-03/pv_prev_20250316T12Z.csv.gz,1440,1,3.485,4.595,0.0957,0.1467
2025-03-16T18:00:00Z,previsions/2025-03/pv_prev_20250316T18Z.csv.gz,1440,1,4.955,3.298,0.1424,0.1730
2025-03-17T00:00:00Z,previsions/2025-03/pv_prev_20250317T00Z.csv.gz,1440,1,4.304,3.298,0.0899,0.1244
2025-03-17T06:00:00Z,previsions/2025-03/pv_prev_20250317T06Z.csv.gz,1440,1,3.083,3.298,0.0358,0.0568
2025-03-17T12:00:00Z,previsions/2025-03/pv_prev_20250317T12Z.csv.gz,1440,1,1.959,2.357,0.0407,0.0554
2025-03-17T18:00:00Z,previsions/2025-03/pv_prev_20250317T18Z.csv.gz,1440,1,1.421,1.196,0.0312,0.0424
2025-03-18T00:00:00Z,previsions/2025-03/pv_prev_20250318T00Z.csv.gz,1440,1,1.443,1.196,0.0303,0.0410
2025-03-18T06:00:00Z,previsions/2025-03/pv_prev_20250318T06Z.csv.gz,1440,1,1.400,1.196,0.0185,0.0242
2025-03-18T12:00:00Z,previsions/2025-03/pv_prev_20250318T12Z.csv.gz,1440,1,3.158,1.919,0.1091,0.1679
2025-03-18T18:00:00Z,previsions/2025-03/pv_prev_20250318T18Z.csv.gz,1440,1,2.399,2.860,0.0517,0.0675
2025-03-19T00:00:00Z,previsions/2025-03/pv_prev_20250319T00Z.csv.gz,1440,1,3.538,2.860,0.0641,0.0814
2025-03-19T06:00:00Z,previsions/2025-03/pv_prev_20250319T06Z.csv.gz,1440,1,3.362,2.860,0.0438,0.0574
2025-03-19T12:00:00Z,previsions/2025-03/pv_prev_20250319T12Z.csv.gz,1440,1,3.157,3.377,0.0548,0.0983
2025-03-19T18:00:00Z,previsions/2025-03/pv_prev_20250319T18Z.csv.gz,1440,1,3.101,3.923,0.0848,0.1114
2025-03-20T00:00:00Z,previsions/2025-03/pv_prev_20250320T00Z.csv.gz,1440,1,5.987,3.923,0.1754,0.2176
2025-03-20T06:00:00Z,previsions/2025-03/pv_prev_20250320T06Z.csv.gz,1440,1,4.215,3.923,0.0324,0.0558
2025-03-20T12:00:00Z,previsions/2025-03/pv_prev_20250320T12Z.csv.gz,1440,1,2.469,2.650,0.0311,0.0442
2025-03-20T18:00:00Z,previsions/2025-03/pv_prev_20250320T18Z.csv.gz,1440,1,1.602,1.395,0.0198,0.0265
2025-03-21T00:00:00Z,previsions/2025-03/pv_prev_20250321T00Z.csv.gz,1440,1,0.731,1.395,0.0562,0.0688
2025-03-21T06:00:00Z,previsions/2025-03/pv_prev_20250321T06Z.csv.gz,1440,1,1.325,1.395,0.0113,0.0163
2025-03-21T12:00:00Z,previsions/2025-03/pv_prev_20250321T12Z.csv.gz,1440,1,0.901,0.908,0.0092,0.0143
2025-03-21T18:00:00Z,previsions/2025-03/pv_prev_20250321T18Z.csv.gz,1440,1,0.433,0.561,0.0197,0.0270
2025-03-22T00:00:00Z,previsions/2025-03/pv_prev_20250322T00Z.csv.gz,1440,1,0.527,0.561,0.0096,0.0126
2025-03-22T06:00:00Z,previsions/2025-03/pv_prev_20250322T06Z.csv.gz,1440,1,0.665,0.561,0.0101,0.0140
2025-03-22T12:00:00Z,previsions/2025-03/pv_prev_20250322T12Z.csv.gz,1440,1,1.232,1.322,0.0116,0.0188
2025-03-22T18:00:00Z,previsions/2025-03/pv_prev_20250322T18Z.csv.gz,1440,1,2.253,2.055,0.0320,0.0403
2025-03-23T00:00:00Z,previsions/2025-03/pv_prev_20250323T00Z.csv.gz,1440,1,1.639,2.055,0.0348,0.0442
2025-03-23T06:00:00Z,previsions/2025-03/pv_prev_20250323T06Z.csv.gz,1440,1,2.151,2.055,0.0099,0.0139
2025-03-23T12:00:00Z,previsions/2025-03/pv_prev_20250323T12Z.csv.gz,1440,1,1.979,1.671,0.0257,0.0388
2025-03-23T18:00:00Z,previsions/2025-03/pv_prev_20250323T18Z.csv.gz,1440,1,1.112,1.275,0.0207,0.0292
2025-03-24T00:00:00Z,previsions/2025-03/pv_prev_20250324T00Z.csv.gz,1440,1,1.438,1.275,0.0182,0.0291
2025-03-24T06:00:00Z,previsions/2025-03/pv_prev_20250324T06Z.csv.gz,1440,1,1.163,1.278,0.0147,0.0224
2025-03-24T12:00:00Z,previsions/2025-03/pv_prev_20250324T12Z.csv.gz,1440,1,2.335,2.763,0.0430,0.0748
2025-03-24T18:00:00Z,previsions/2025-03/pv_prev_20250324T18Z.csv.gz,1440,1,5.817,4.009,0.1502,0.1899
2025-03-25T00:00:00Z,previsions/2025-03/pv_prev_20250325T00Z.csv.gz,1440,1,5.832,4.009,0.1515,0.1804
2025-03-25T06:00:00Z,previsions/2025-03/pv_prev_20250325T06Z.csv.gz,1440,1,4.136,4.008,0.0316,0.0575
2025-03-25T12:00:00Z,previsions/2025-03/pv_prev_20250325T12Z.csv.gz,1440,1,2.439,2.792,0.0397,0.0575
2025-03-25T18:00:00Z,previsions/2025-03/pv_prev_20250325T18Z.csv.gz,1440,1,1.972,1.765,0.0211,0.0284
2025-03-26T00:00:00Z,previsions/2025-03/pv_prev_20250326T00Z.csv.gz,1440,1,1.948,1.765,0.0210,0.0313
2025-03-26T06:00:00Z,previsions/2025-03/pv_prev_20250326T06Z.csv.gz,1440,1,1.912,1.768,0.0133,0.0185
2025-03-26T12:00:00Z,previsions/2025-03/pv_prev_20250326T12Z.csv.gz,1440,1,1.780,2.915,0.1028,0.1599
2025-03-26T18:00:00Z,previsions/2025-03/pv_prev_20250326T18Z.csv.gz,1440,1,1.641,3.867,0.1843,0.2127
2025-03-27T00:00:00Z,previsions/2025-03/pv_prev_20250327T00Z.csv.gz,1440,1,2.680,3.867,0.1041,0.1271
2025-03-27T06:00:00Z,previsions/2025-03/pv_prev_20250327T06Z.csv.gz,1440,1,3.467,3.864,0.0564,0.0787
2025-03-27T12:00:00Z,previsions/2025-03/pv_prev_20250327T12Z.csv.gz,1440,1,1.705,2.264,0.0583,0.0751
2025-03-27T18:00:00Z,previsions/2025-03/pv_prev_20250327T18Z.csv.gz,1440,1,1.052,0.934,0.0160,0.0229
2025-03-28T00:00:00Z,previsions/2025-03/pv_prev_20250328T00Z.csv.gz,1440,1,0.677,0.934,0.0223,0.0291
2025-03-28T06:00:00Z,previsions/2025-03/pv_prev_20250328T06Z.csv.gz,1440,1,0.791,0.940,0.0140,0.0187
2025-03-28T12:00:00Z,previsions/2025-03/pv_prev_20250328T12Z.csv.gz,1440,1,1.174,3.204,0.1673,0.2673
2025-03-28T18:00:00Z,previsions/2025-03/pv_prev_20250328T18Z.csv.gz,1440,1,7.390,5.013,0.1943,0.2243
2025-03-29T00:00:00Z,previsions/2025-03/pv_prev_20250329T00Z.csv.gz,1440,1,5.397,5.013,0.0438,0.0746
2025-03-29T06:00:00Z,previsions/2025-03/pv_prev_20250329T06Z.csv.gz,1440,1,6.810,5.017,0.1463,0.1839
2025-03-29T12:00:00Z,previsions/2025-03/pv_prev_20250329T12Z.csv.gz,1440,1,4.952,5.675,0.0706,0.0970
2025-03-29T18:00:00Z,previsions/2025-03/pv_prev_20250329T18Z.csv.gz,1440,1,6.390,6.327,0.0148,0.0198
2025-03-30T00:00:00Z,previsions/2025-03/pv_prev_20250330T00Z.csv.gz,1440,1,5.877,6.327,0.0376,0.0485
2025-03-30T06:00:00Z,previsions/2025-03/pv_prev_20250330T06Z.csv.gz,1440,1,6.662,6.329,0.0276,0.0340
2025-03-30T12:00:00Z,previsions/2025-03/pv_prev_20250330T12Z.csv.gz,1440,1,6.752,6.488,0.0273,0.0396
2025-03-30T18:00:00Z,previsions/2025-03/pv_prev_20250330T18Z.csv.gz,1440,1,7.345,6.512,0.0676,0.0818
2025-03-31T00:00:00Z,previsions/2025-03/pv_prev_20250331T00Z.csv.gz,1440,1,5.345,6.512,0.0946,0.1117
2025-03-31T06:00:00Z,previsions/2025-03/pv_prev_20250331T06Z.csv.gz,1440,1,6.156,6.506,0.0284,0.0356
2025-03-31T12:00:00Z,previsions/2025-03/pv_prev_20250331T12Z.csv.gz,1440,1,4.153,5.578,0.1224,0.2167
2025-03-31T18:00:00Z,previsions/2025-03/pv_prev_20250331T18Z.csv.gz,1440,1,1.702,4.571,0.2344,0.2921
2025-04-01T00:00:00Z,previsions/2025-04/pv_prev_20250401T00Z.csv.gz,1440,1,5.211,4.571,0.0835,0.1259
2025-04-01T06:00:00Z,previsions/2025-04/pv_prev_20250401T06Z.csv.gz,1440,1,4.581,4.569,0.0438,0.0884
2025-04-01T12:00:00Z,previsions/2025-04/pv_prev_20250401T12Z.csv.gz,1440,1,2.753,2.832,0.0168,0.0231
2025-04-01T18:00:00Z,previsions/2025-04/pv_prev_20250401T18Z.csv.gz,1440,1,1.943,1.652,0.0262,0.0364
2025-04-02T00:00:00Z,previsions/2025-04/pv_prev_20250402T00Z.csv.gz,1440,1,1.359,1.652,0.0239,0.0292
2025-04-02T06:00:00Z,previsions/2025-04/pv_prev_20250402T06Z.csv.gz,1440,1,1.733,1.650,0.0090,0.0129
2025-04-02T12:00:00Z,previsions/2025-04/pv_prev_20250402T12Z.csv.gz,1440,1,1.759,1.683,0.0212,0.0364
2025-04-02T18:00:00Z,previsions/2025-04/pv_prev_20250402T18Z.csv.gz,1440,1,1.626,1.738,0.0132,0.0183
2025-04-03T00:00:00Z,previsions/2025-04/pv_prev_20250403T00Z.csv.gz,1440,1,1.969,1.738,0.0199,0.0261
2025-04-03T06:00:00Z,previsions/2025-04/pv_prev_20250403T06Z.csv.gz,1440,1,1.559,1.739,0.0163,0.0219
2025-04-03T12:00:00Z,previsions/2025-04/pv_prev_20250403T12Z.csv.gz,1440,1,1.349,1.721,0.0302,0.0443
2025-04-03T18:00:00Z,previsions/2025-04/pv_prev_20250403T18Z.csv.gz,1440,1,2.092,1.914,0.0194,0.0251
2025-04-04T00:00:00Z,previsions/2025-04/pv_prev_20250404T00Z.csv.gz,1440,1,1.852,1.914,0.0121,0.0188
2025-04-04T06:00:00Z,previsions/2025-04/pv_prev_20250404T06Z.csv.gz,1440,1,1.988,1.919,0.0095,0.0133
2025-04-04T12:00:00Z,previsions/2025-04/pv_prev_20250404T12Z.csv.gz,1440,1,2.498,2.008,0.0422,0.0645
2025-04-04T18:00:00Z,previsions/2025-04/pv_prev_20250404T18Z.csv.gz,1440,1,1.585,1.830,0.0234,0.0321
2025-04-05T00:00:00Z,previsions/2025-04/pv_prev_20250405T00Z.csv.gz,1440,1,1.720,1.830,0.0212,0.0316
2025-04-05T06:00:00Z,previsions/2025-04/pv_prev_20250405T06Z.csv.gz,1440,1,1.973,1.829,0.0160,0.0254
2025-04-05T12:00:00Z,previsions/2025-04/pv_prev_20250405T12Z.csv.gz,1440,1,2.404,1.954,0.0361,0.0537
2025-04-05T18:00:00Z,previsions/2025-04/pv_prev_20250405T18Z.csv.gz,1440,1,1.574,2.288,0.0568,0.0715
2025-04-06T00:00:00Z,previsions/2025-04/pv_prev_20250406T00Z.csv.gz,1440,1,2.516,2.288,0.0211,0.0280
2025-04-06T06:00:00Z,previsions/2025-04/pv_prev_20250406T06Z.csv.gz,1440,1,2.154,2.291,0.0166,0.0232
2025-04-06T12:00:00Z,previsions/2025-04/pv_prev_20250406T12Z.csv.gz,1440,1,2.034,2.511,0.0422,0.0721
2025-04-06T18:00:00Z,previsions/2025-04/pv_prev_20250406T18Z.csv.gz,1440,1,2.604,2.775,0.0238,0.0338
2025-04-07T00:00:00Z,previsions/2025-04/pv_prev_20250407T00Z.csv.gz,1440,1,2.563,2.775,0.0210,0.0325
2025-04-07T06:00:00Z,previsions/2025-04/pv_prev_20250407T06Z.csv.gz,1440,1,2.816,2.777,0.0140,0.0206
2025-04-07T12:00:00Z,previsions/2025-04/pv_prev_20250407T12Z.csv.gz,1440,1,2.524,2.786,0.0219,0.0301
2025-04-07T18:00:00Z,previsions/2025-04/pv_prev_20250407T18Z.csv.gz,1440,1,3.458,2.565,0.0703,0.0854
2025-04-08T00:00:00Z,previsions/2025-04/pv_prev_20250408T00Z.csv.gz,1440,1,3.197,2.565,0.0496,0.0597
2025-04-08T06:00:00Z,previsions/2025-04/pv_prev_20250408T06Z.csv.gz,1440,1,2.453,2.563,0.0136,0.0185
2025-04-08T12:00:00Z,previsions/2025-04/pv_prev_20250408T12Z.csv.gz,1440,1,2.418,2.204,0.0178,0.0232
2025-04-08T18:00:00Z,previsions/2025-04/pv_prev_20250408T18Z.csv.gz,1440,1,1.951,1.945,0.0142,0.0194
2025-04-09T00:00:00Z,previsions/2025-04/pv_prev_20250409T00Z.csv.gz,1440,1,2.298,1.945,0.0292,0.0382
2025-04-09T06:00:00Z,previsions/2025-04/pv_prev_20250409T06Z.csv.gz,1440,1,1.942,1.972,0.0131,0.0194
2025-04-09T12:00:00Z,previsions/2025-04/pv_prev_20250409T12Z.csv.gz,1440,1,5.235,3.711,0.1201,0.2216
2025-04-09T18:00:00Z,previsions/2025-04/pv_prev_20250409T18Z.csv.gz,1440,1,2.856,5.216,0.1982,0.2395
2025-04-10T00:00:00Z,previsions/2025-04/pv_prev_20250410T00Z.csv.gz,1440,1,2.688,5.216,0.2088,0.2503
2025-04-10T06:00:00Z,previsions/2025-04/pv_prev_20250410T06Z.csv.gz,1440,1,4.421,5.207,0.0932,0.1234
2025-04-10T12:00:00Z,previsions/2025-04/pv_prev_20250410T12Z.csv.gz,1440,1,3.890,5.396,0.1380,0.2089
2025-04-10T18:00:00Z,previsions/2025-04/pv_prev_20250410T18Z.csv.gz,1440,1,5.204,5.284,0.0365,0.0538
2025-04-11T00:00:00Z,previsions/2025-04/pv_prev_20250411T00Z.csv.gz,1440,1,4.728,5.284,0.0481,0.0624
2025-04-11T06:00:00Z,previsions/2025-04/pv_prev_20250411T06Z.csv.gz,1440,1,5.136,5.297,0.0276,0.0405
2025-04-11T12:00:00Z,previsions/2025-04/pv_prev_20250411T12Z.csv.gz,1440,1,6.684,6.523,0.0159,0.0272
2025-04-11T18:00:00Z,previsions/2025-04/pv_prev_20250411T18Z.csv.gz,1440,1,5.482,7.671,0.1695,0.1987
2025-04-12T00:00:00Z,previsions/2025-04/pv_prev_20250412T00Z.csv.gz,1440,1,7.218,7.672,0.0353,0.0432
2025-04-12T06:00:00Z,previsions/2025-04/pv_prev_20250412T06Z.csv.gz,1440,1,7.389,7.671,0.0236,0.0326
2025-04-12T12:00:00Z,previsions/2025-04/pv_prev_20250412T12Z.csv.gz,1440,1,6.662,7.304,0.0552,0.0852
2025-04-12T18:00:00Z,previsions/2025-04/pv_prev_20250412T18Z.csv.gz,1440,1,7.755,7.133,0.0480,0.0590
2025-04-13T00:00:00Z,previsions/2025-04/pv_prev_20250413T00Z.csv.gz,1440,1,7.705,7.133,0.0441,0.0550
2025-04-13T06:00:00Z,previsions/2025-04/pv_prev_20250413T06Z.csv.gz,1440,1,7.197,7.134,0.0101,0.0136
2025-04-13T12:00:00Z,previsions/2025-04/pv_prev_20250413T12Z.csv.gz,1440,1,7.073,7.129,0.0187,0.0266
2025-04-13T18:00:00Z,previsions/2025-04/pv_prev_20250413T18Z.csv.gz,1440,1,7.271,6.962,0.0297,0.0406
2025-04-14T00:00:00Z,previsions/2025-04/pv_prev_20250414T00Z.csv.gz,1440,1,7.487,6.962,0.0403,0.0507
2025-04-14T06:00:00Z,previsions/2025-04/pv_prev_20250414T06Z.csv.gz,1440,1,7.117,6.966,0.0166,0.0227
2025-04-14T12:00:00Z,previsions/2025-04/pv_prev_20250414T12Z.csv.gz,1440,1,7.259,7.027,0.0200,0.0296
